TS,VEJNAVN,ÅR,KATEGORI,ANTAL 7-8,ANTAL 8-9,ANTAL 9-10,ANTAL 10-11,ANTAL 11-12,ANTAL 12-13,ANTAL 13-14,ANTAL 14-15,ANTAL 15-16,ANTAL 16-17,ANTAL 17-18,ANTAL 18-19
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,LADCYKLER,6,11,5,1,5,9,8,7,4,8,7,5
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,"LASTBILER, 2 aksler",34,21,22,28,20,16,12,14,10,4,1,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,"LASTBILER, 3 aksler",7,5,5,9,7,4,11,5,1,2,0,0
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,"LASTBILER, 4 - flere aksler",25,28,25,28,30,33,36,16,5,3,9,4
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,MOTORCYKLER,14,13,7,11,6,6,12,19,24,27,15,22
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,PERSONBILER,1210,1192,901,857,910,1008,1048,1177,1408,1541,1337,1149
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2016,"VAREVOGNE (MAX. 3,5 T)",338,330,308,336,334,350,346,378,344,208,163,141
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,A+B: KØRETØJER I ALT,1734,1636,1368,1390,1319,1467,1499,1721,1876,1938,1628,1334
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,A: LET TRAFIK I ALT,1643,1558,1292,1303,1258,1399,1432,1663,1830,1898,1596,1304
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,ANDRE BUSSER,6,7,1,6,3,3,4,4,5,5,2,4
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,B: TUNG TRAFIK I ALT,91,78,76,87,61,68,67,58,46,40,32,30
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,BUSSER I FAST RUTE,26,24,23,18,15,15,18,23,24,25,24,19
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,CYKLER + KNALLERTER,470,507,187,119,144,174,198,247,387,482,365,266
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,CYKLER + KNALLERTER I ALT,476,519,198,122,146,176,203,253,400,493,374,271
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,LADCYKLER,6,12,11,3,2,2,5,6,13,11,9,5
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,"LASTBILER, 2 aksler",30,20,19,17,24,21,21,12,7,1,1,3
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,"LASTBILER, 3 aksler",10,4,6,18,8,10,5,3,1,3,4,1
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,"LASTBILER, 4 - flere aksler",19,23,27,28,11,19,19,16,9,6,1,3
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,MOTORCYKLER,2,5,6,2,5,5,9,10,8,9,7,6
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,PERSONBILER,1271,1224,937,936,956,1054,1080,1252,1481,1661,1407,1162
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2017,"VAREVOGNE (MAX. 3,5 T)",370,329,349,365,297,340,343,401,341,228,182,136
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,A+B: KØRETØJER I ALT,1778,1581,1500,1425,1469,1572,1561,1868,2008,2089,1752,1176
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,A: LET TRAFIK I ALT,1710,1501,1415,1352,1389,1510,1506,1816,1963,2039,1716,1154
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,ANDRE BUSSER,9,4,1,4,4,2,3,5,8,11,4,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,B: TUNG TRAFIK I ALT,68,80,85,73,80,62,55,52,45,50,36,22
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,BUSSER I FAST RUTE,23,29,23,15,17,14,15,21,21,25,25,15
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,CYKLER + KNALLERTER,604,884,398,239,265,302,322,427,612,766,558,314
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,CYKLER + KNALLERTER I ALT,619,904,415,248,286,316,326,446,629,779,569,323
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,LADCYKLER,15,20,17,9,21,14,4,19,17,13,11,9
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,"LASTBILER, 2 aksler",20,12,20,17,22,21,17,10,6,4,4,3
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,"LASTBILER, 3 aksler",8,14,16,16,17,11,6,5,4,4,1,1
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,"LASTBILER, 4 - flere aksler",8,21,25,21,20,14,14,11,6,6,2,1
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,MOTORCYKLER,17,10,11,9,11,7,13,16,17,22,15,4
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,PERSONBILER,1318,1211,1101,999,1050,1188,1197,1386,1598,1811,1538,1032
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2019,"VAREVOGNE (MAX. 3,5 T)",375,280,303,344,328,315,296,414,348,206,163,118
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,A+B: KØRETØJER I ALT,1691,1632,1498,1421,1450,1521,1567,1805,1929,1924,1684,1484
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,A: LET TRAFIK I ALT,1579,1537,1404,1338,1386,1458,1501,1734,1861,1875,1630,1441
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,ANDRE BUSSER,12,6,4,2,3,2,1,1,4,4,3,0
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,B: TUNG TRAFIK I ALT,112,95,94,83,64,63,66,71,68,49,54,43
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,BUSSER I FAST RUTE,46,40,42,31,30,32,35,40,44,38,47,39
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,CYKLER + KNALLERTER,677,933,462,335,309,351,392,504,736,830,627,431
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,CYKLER + KNALLERTER I ALT,698,987,491,349,335,364,416,530,780,865,645,444
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,LADCYKLER,21,54,29,14,26,13,24,26,44,35,18,13
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,"LASTBILER, 2 aksler",25,23,20,16,14,11,13,9,5,1,1,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,"LASTBILER, 3 aksler",11,14,12,14,11,11,7,7,2,2,1,0
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,"LASTBILER, 4 - flere aksler",18,12,16,20,6,7,10,14,13,4,2,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,MOTORCYKLER,6,12,9,6,7,7,9,10,13,12,12,15
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,PERSONBILER,1217,1276,1097,1042,1118,1167,1196,1374,1535,1643,1471,1291
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2021,"VAREVOGNE (MAX. 3,5 T)",356,249,298,290,261,284,296,350,313,220,147,135
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,A+B: KØRETØJER I ALT,1832,1818,1501,1469,1477,1532,1598,1734,1905,1872,1783,1348
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,A: LET TRAFIK I ALT,1761,1731,1422,1411,1415,1462,1539,1676,1852,1822,1741,1318
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,ANDRE BUSSER,6,4,11,4,1,4,7,0,4,12,8,3
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,B: TUNG TRAFIK I ALT,71,87,79,58,62,70,59,58,53,50,42,30
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,BUSSER I FAST RUTE,26,24,23,18,17,16,15,22,23,23,24,21
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,CYKLER + KNALLERTER,480,525,253,169,139,175,188,240,404,521,431,254
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,CYKLER + KNALLERTER I ALT,485,534,258,176,143,181,190,250,410,530,435,255
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,LADCYKLER,5,9,5,7,4,6,2,10,6,9,4,1
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,"LASTBILER, 2 aksler",21,29,29,11,23,19,21,17,9,8,3,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,"LASTBILER, 3 AKSLER",5,7,7,8,9,9,2,4,6,2,3,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,"LASTBILER, 4 - flere aksler",13,23,9,17,12,22,14,15,11,5,4,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,MOTORCYKLER,9,12,8,9,8,10,12,17,16,12,15,11
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,PERSONBILER,1360,1346,1029,1044,1023,1133,1147,1272,1488,1561,1497,1130
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2015,"VAREVOGNE (MAX. 3,5 T)",392,373,385,358,384,319,380,387,348,249,229,177
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,A+B: KØRETØJER I ALT,1677,1626,1391,1348,1399,1455,1544,1840,1934,2070,1777,1481
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,A: LET TRAFIK I ALT,1571,1518,1287,1262,1319,1375,1467,1732,1875,1997,1721,1430
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,ANDRE BUSSER,8,10,8,4,6,7,2,28,3,15,7,4
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,B: TUNG TRAFIK I ALT,106,108,104,86,80,80,77,108,59,73,56,51
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,BUSSER I FAST RUTE,44,40,41,34,33,31,38,52,39,43,44,40
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,CYKLER + KNALLERTER,709,944,398,298,330,316,366,500,650,891,654,508
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,CYKLER + KNALLERTER I ALT,746,985,418,316,347,332,383,524,682,935,691,525
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,LADCYKLER,37,41,20,18,17,16,17,24,32,44,37,17
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,"LASTBILER, 2 aksler",24,32,19,19,11,19,17,13,6,3,1,2
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,"LASTBILER, 3 aksler",10,7,14,9,14,9,5,5,3,2,0,1
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,"LASTBILER, 4 - flere aksler",20,19,22,20,16,14,15,10,8,10,4,4
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,MOTORCYKLER,10,13,4,3,5,10,18,7,10,17,19,7
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,PERSONBILER,1271,1246,1020,964,1000,1095,1151,1396,1599,1789,1551,1306
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2023,"VAREVOGNE (MAX. 3,5 T)",290,259,263,295,314,270,298,329,266,191,151,117
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,A+B: KØRETØJER I ALT,1686,1674,1463,1309,1320,1309,1316,1539,1749,1791,1410,1237
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,A: LET TRAFIK I ALT,1613,1595,1398,1232,1270,1257,1248,1480,1708,1749,1369,1206
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,ANDRE BUSSER,4,4,11,5,1,3,5,10,2,5,4,3
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,B: TUNG TRAFIK I ALT,73,79,65,77,50,52,68,59,41,42,41,31
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,BUSSER I FAST RUTE,25,23,19,16,20,16,17,25,20,23,25,17
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,CYKLER + KNALLERTER,494,488,223,139,122,150,179,260,422,453,319,236
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,CYKLER + KNALLERTER I ALT,503,492,230,142,125,152,180,263,425,458,320,243
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,LADCYKLER,9,4,7,3,3,2,1,3,3,5,1,7
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,"LASTBILER, 2 aksler",25,33,18,34,17,21,29,17,9,7,6,10
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,"LASTBILER, 3 AKSLER",8,14,8,9,10,7,8,2,3,4,0,1
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,"LASTBILER, 4 - flere aksler",11,5,9,13,2,5,9,5,7,3,6,0
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,MOTORCYKLER,9,14,10,9,20,11,8,13,21,18,18,14
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,PERSONBILER,1197,1245,994,868,907,948,951,1101,1339,1524,1178,1050
123,GL. KØGE LANDEVEJ s.f. Toftegårds Plads,2013,"VAREVOGNE (MAX. 3,5 T)",407,336,394,355,343,298,289,366,348,207,173,142
170,NØRRE SØGADE sv.f. Vendersgade,2017,A+B: KØRETØJER I ALT,2270,2342,2186,2029,1960,2055,2006,2213,2234,2201,2216,1834
170,NØRRE SØGADE sv.f. Vendersgade,2017,A: LET TRAFIK I ALT,2232,2293,2109,1969,1897,2016,1952,2180,2206,2181,2206,1825
170,NØRRE SØGADE sv.f. Vendersgade,2017,ANDRE BUSSER,4,5,10,6,5,5,4,6,10,11,1,1
170,NØRRE SØGADE sv.f. Vendersgade,2017,B: TUNG TRAFIK I ALT,38,49,77,60,63,39,54,33,28,20,10,9
170,NØRRE SØGADE sv.f. Vendersgade,2017,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2017,CYKLER + KNALLERTER,1063,1920,843,567,439,572,520,719,1270,1535,1385,900
170,NØRRE SØGADE sv.f. Vendersgade,2017,CYKLER + KNALLERTER I ALT,1087,1969,867,580,453,580,548,745,1316,1569,1413,916
170,NØRRE SØGADE sv.f. Vendersgade,2017,LADCYKLER,24,49,24,13,14,8,28,26,46,34,28,16
170,NØRRE SØGADE sv.f. Vendersgade,2017,"LASTBILER, 2 aksler",15,18,32,29,23,15,23,16,9,2,4,5
170,NØRRE SØGADE sv.f. Vendersgade,2017,"LASTBILER, 3 aksler",11,11,15,5,8,2,11,3,5,3,0,1
170,NØRRE SØGADE sv.f. Vendersgade,2017,"LASTBILER, 4 - flere aksler",8,15,20,20,27,17,16,8,4,4,5,2
170,NØRRE SØGADE sv.f. Vendersgade,2017,MOTORCYKLER,18,22,16,15,21,11,11,11,17,13,24,20
170,NØRRE SØGADE sv.f. Vendersgade,2017,PERSONBILER,1797,1938,1664,1465,1344,1492,1450,1681,1818,1949,1966,1631
170,NØRRE SØGADE sv.f. Vendersgade,2017,"VAREVOGNE (MAX. 3,5 T)",417,333,429,489,532,513,491,488,371,219,216,174
170,NØRRE SØGADE sv.f. Vendersgade,2018,A+B: KØRETØJER I ALT,2258,2244,2039,1845,1861,1889,1865,2154,2167,2248,2234,1710
170,NØRRE SØGADE sv.f. Vendersgade,2018,A: LET TRAFIK I ALT,2204,2192,1972,1784,1815,1853,1831,2128,2146,2233,2227,1700
170,NØRRE SØGADE sv.f. Vendersgade,2018,ANDRE BUSSER,3,7,11,5,2,3,12,2,6,4,2,3
170,NØRRE SØGADE sv.f. Vendersgade,2018,B: TUNG TRAFIK I ALT,54,52,67,61,46,36,34,26,21,15,7,10
170,NØRRE SØGADE sv.f. Vendersgade,2018,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2018,CYKLER + KNALLERTER,967,1797,634,518,392,534,485,632,1255,1568,1299,830
170,NØRRE SØGADE sv.f. Vendersgade,2018,CYKLER + KNALLERTER I ALT,997,1847,651,532,401,549,503,660,1305,1601,1323,853
170,NØRRE SØGADE sv.f. Vendersgade,2018,LADCYKLER,30,50,17,14,9,15,18,28,50,33,24,23
170,NØRRE SØGADE sv.f. Vendersgade,2018,"LASTBILER, 2 aksler",27,18,22,29,21,15,5,10,3,3,0,1
170,NØRRE SØGADE sv.f. Vendersgade,2018,"LASTBILER, 3 aksler",12,11,14,5,8,8,6,5,1,1,1,0
170,NØRRE SØGADE sv.f. Vendersgade,2018,"LASTBILER, 4 - flere aksler",12,16,20,22,15,10,11,9,11,7,4,6
170,NØRRE SØGADE sv.f. Vendersgade,2018,MOTORCYKLER,12,15,15,11,14,9,9,15,14,20,20,19
170,NØRRE SØGADE sv.f. Vendersgade,2018,PERSONBILER,1816,1864,1553,1323,1308,1386,1407,1651,1810,2001,2012,1544
170,NØRRE SØGADE sv.f. Vendersgade,2018,"VAREVOGNE (MAX. 3,5 T)",376,313,404,450,493,458,415,462,322,212,195,137
170,NØRRE SØGADE sv.f. Vendersgade,2020,A+B: KØRETØJER I ALT,2191,2298,1945,1795,1848,1865,1830,2130,2292,2334,1863,1543
170,NØRRE SØGADE sv.f. Vendersgade,2020,A: LET TRAFIK I ALT,2150,2252,1895,1757,1816,1836,1803,2109,2267,2325,1855,1541
170,NØRRE SØGADE sv.f. Vendersgade,2020,ANDRE BUSSER,5,11,5,3,1,1,3,4,14,4,1,0
170,NØRRE SØGADE sv.f. Vendersgade,2020,B: TUNG TRAFIK I ALT,41,46,50,38,32,29,27,21,25,9,8,2
170,NØRRE SØGADE sv.f. Vendersgade,2020,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2020,CYKLER + KNALLERTER,839,1302,673,495,452,593,559,682,1197,1375,1153,819
170,NØRRE SØGADE sv.f. Vendersgade,2020,CYKLER + KNALLERTER I ALT,862,1381,706,514,469,609,590,725,1239,1435,1181,836
170,NØRRE SØGADE sv.f. Vendersgade,2020,LADCYKLER,23,79,33,19,17,16,31,43,42,60,28,17
170,NØRRE SØGADE sv.f. Vendersgade,2020,"LASTBILER, 2 aksler",12,16,20,14,20,10,14,12,3,0,4,1
170,NØRRE SØGADE sv.f. Vendersgade,2020,"LASTBILER, 3 aksler",11,8,13,11,3,4,1,3,1,3,1,1
170,NØRRE SØGADE sv.f. Vendersgade,2020,"LASTBILER, 4 - flere aksler",13,11,12,10,8,14,9,2,7,2,2,0
170,NØRRE SØGADE sv.f. Vendersgade,2020,MOTORCYKLER,18,22,16,10,11,19,16,14,13,28,19,24
170,NØRRE SØGADE sv.f. Vendersgade,2020,PERSONBILER,1758,1851,1478,1312,1347,1416,1376,1638,1855,2121,1698,1392
170,NØRRE SØGADE sv.f. Vendersgade,2020,"VAREVOGNE (MAX. 3,5 T)",374,379,401,435,458,401,411,457,399,176,138,125
170,NØRRE SØGADE sv.f. Vendersgade,2021,A+B: KØRETØJER I ALT,2122,2179,2038,1785,1812,1905,1901,2111,2162,2197,2075,1800
170,NØRRE SØGADE sv.f. Vendersgade,2021,A: LET TRAFIK I ALT,2081,2138,1992,1755,1774,1860,1866,2087,2136,2185,2072,1796
170,NØRRE SØGADE sv.f. Vendersgade,2021,ANDRE BUSSER,1,6,1,1,1,1,0,4,8,4,0,3
170,NØRRE SØGADE sv.f. Vendersgade,2021,B: TUNG TRAFIK I ALT,41,41,46,30,38,45,35,24,26,12,3,4
170,NØRRE SØGADE sv.f. Vendersgade,2021,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2021,CYKLER + KNALLERTER,814,1499,616,472,407,499,459,621,1056,1299,1195,813
170,NØRRE SØGADE sv.f. Vendersgade,2021,CYKLER + KNALLERTER I ALT,843,1575,645,484,428,517,483,657,1121,1353,1231,834
170,NØRRE SØGADE sv.f. Vendersgade,2021,LADCYKLER,29,76,29,12,21,18,24,36,65,54,36,21
170,NØRRE SØGADE sv.f. Vendersgade,2021,"LASTBILER, 2 aksler",9,15,15,13,12,10,14,8,5,3,3,1
170,NØRRE SØGADE sv.f. Vendersgade,2021,"LASTBILER, 3 aksler",12,6,12,8,7,10,3,2,1,1,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2021,"LASTBILER, 4 - flere aksler",19,14,18,8,18,24,18,10,12,4,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2021,MOTORCYKLER,13,7,9,9,7,5,5,14,13,14,17,24
170,NØRRE SØGADE sv.f. Vendersgade,2021,PERSONBILER,1723,1832,1551,1258,1310,1426,1459,1649,1808,1990,1905,1655
170,NØRRE SØGADE sv.f. Vendersgade,2021,"VAREVOGNE (MAX. 3,5 T)",345,299,432,488,457,429,402,424,315,181,150,117
170,NØRRE SØGADE sv.f. Vendersgade,2013,A+B: KØRETØJER I ALT,2323,2365,2212,2195,2247,2300,2115,2358,2392,2505,2433,2025
170,NØRRE SØGADE sv.f. Vendersgade,2013,A: LET TRAFIK I ALT,2284,2306,2127,2121,2173,2246,2066,2308,2360,2483,2417,2005
170,NØRRE SØGADE sv.f. Vendersgade,2013,ANDRE BUSSER,5,9,6,3,6,1,4,6,3,5,4,11
170,NØRRE SØGADE sv.f. Vendersgade,2013,B: TUNG TRAFIK I ALT,39,59,85,74,74,54,49,50,32,22,16,20
170,NØRRE SØGADE sv.f. Vendersgade,2013,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2013,CYKLER + KNALLERTER,1204,2055,989,743,647,823,696,916,1234,2006,1780,1140
170,NØRRE SØGADE sv.f. Vendersgade,2013,CYKLER + KNALLERTER I ALT,1217,2079,1008,752,656,828,706,931,1266,2025,1799,1145
170,NØRRE SØGADE sv.f. Vendersgade,2013,LADCYKLER,13,24,19,9,9,5,10,15,32,19,19,5
170,NØRRE SØGADE sv.f. Vendersgade,2013,"LASTBILER, 2 aksler",12,22,27,34,24,30,12,23,15,9,7,4
170,NØRRE SØGADE sv.f. Vendersgade,2013,"LASTBILER, 3 AKSLER",5,5,15,5,12,7,8,0,3,3,1,2
170,NØRRE SØGADE sv.f. Vendersgade,2013,"LASTBILER, 4 - flere aksler",17,23,37,32,32,16,25,21,11,5,4,3
170,NØRRE SØGADE sv.f. Vendersgade,2013,MOTORCYKLER,25,22,21,26,15,20,10,10,24,37,51,25
170,NØRRE SØGADE sv.f. Vendersgade,2013,PERSONBILER,1860,1942,1621,1498,1579,1726,1580,1811,1978,2183,2134,1793
170,NØRRE SØGADE sv.f. Vendersgade,2013,"VAREVOGNE (MAX. 3,5 T)",399,342,485,597,579,500,476,487,358,263,232,187
170,NØRRE SØGADE sv.f. Vendersgade,2015,A+B: KØRETØJER I ALT,2254,2289,2012,1975,2040,2060,1947,2147,2165,2304,2238,1973
170,NØRRE SØGADE sv.f. Vendersgade,2015,A: LET TRAFIK I ALT,2206,2234,1960,1881,1974,2003,1900,2107,2143,2285,2231,1965
170,NØRRE SØGADE sv.f. Vendersgade,2015,ANDRE BUSSER,6,9,6,8,2,4,7,9,8,7,1,1
170,NØRRE SØGADE sv.f. Vendersgade,2015,B: TUNG TRAFIK I ALT,48,55,52,94,66,57,47,40,22,19,7,8
170,NØRRE SØGADE sv.f. Vendersgade,2015,BUSSER I FAST RUTE,0,0,0,0,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2015,CYKLER + KNALLERTER,980,1676,800,493,455,560,516,617,1067,1392,1340,929
170,NØRRE SØGADE sv.f. Vendersgade,2015,CYKLER + KNALLERTER I ALT,992,1699,810,503,470,576,523,619,1083,1411,1354,947
170,NØRRE SØGADE sv.f. Vendersgade,2015,LADCYKLER,12,23,10,10,15,16,7,2,16,19,14,18
170,NØRRE SØGADE sv.f. Vendersgade,2015,"LASTBILER, 2 aksler",13,19,18,37,28,14,10,17,8,5,4,3
170,NØRRE SØGADE sv.f. Vendersgade,2015,"LASTBILER, 3 AKSLER",11,9,12,23,24,18,7,3,1,2,0,1
170,NØRRE SØGADE sv.f. Vendersgade,2015,"LASTBILER, 4 - flere aksler",18,18,16,26,12,21,23,11,5,5,2,3
170,NØRRE SØGADE sv.f. Vendersgade,2015,MOTORCYKLER,13,23,25,10,10,10,13,27,15,23,30,19
170,NØRRE SØGADE sv.f. Vendersgade,2015,PERSONBILER,1810,1832,1491,1524,1615,1627,1390,1574,1768,2097,2034,1820
170,NØRRE SØGADE sv.f. Vendersgade,2015,"VAREVOGNE (MAX. 3,5 T)",383,379,444,347,349,366,497,506,360,165,167,126
170,NØRRE SØGADE sv.f. Vendersgade,2014,A+B: KØRETØJER I ALT,2261,2239,2015,1887,1970,2110,2108,2105,2213,2299,2271,1827
170,NØRRE SØGADE sv.f. Vendersgade,2014,A: LET TRAFIK I ALT,2208,2189,1955,1816,1904,2035,2039,2038,2190,2277,2267,1817
170,NØRRE SØGADE sv.f. Vendersgade,2014,ANDRE BUSSER,7,7,4,10,3,6,11,8,4,4,0,4
170,NØRRE SØGADE sv.f. Vendersgade,2014,B: TUNG TRAFIK I ALT,53,50,60,71,66,75,69,67,23,22,4,10
170,NØRRE SØGADE sv.f. Vendersgade,2014,BUSSER I FAST RUTE,1,0,0,1,0,0,0,0,0,0,0,0
170,NØRRE SØGADE sv.f. Vendersgade,2014,CYKLER + KNALLERTER,1187,2032,881,573,496,655,647,747,1326,1767,1399,1031
170,NØRRE SØGADE sv.f. Vendersgade,2014,CYKLER + KNALLERTER I ALT,1207,2070,901,576,499,662,657,759,1349,1796,1418,1037
170,NØRRE SØGADE sv.f. Vendersgade,2014,LADCYKLER,20,38,20,3,3,7,10,12,23,29,19,6
170,NØRRE SØGADE sv.f. Vendersgade,2014,"LASTBILER, 2 aksler",21,29,28,30,25,35,21,28,5,7,2,3
170,NØRRE SØGADE sv.f. Vendersgade,2014,"LASTBILER, 3 AKSLER",10,6,10,9,13,17,7,8,4,2,1,2
170,NØRRE SØGADE sv.f. Vendersgade,2014,"LASTBILER, 4 - flere aksler",14,8,18,21,25,17,30,23,10,9,1,1
170,NØRRE SØGADE sv.f. Vendersgade,2014,MOTORCYKLER,30,26,21,15,22,22,23,22,26,25,37,30
170,NØRRE SØGADE sv.f. Vendersgade,2014,PERSONBILER,1754,1757,1436,1279,1334,1482,1502,1476,1742,1971,1989,1576
170,NØRRE SØGADE sv.f. Vendersgade,2014,"VAREVOGNE (MAX. 3,5 T)",424,406,498,522,548,531,514,540,422,281,241,211
191,STORMGADE nø.f. Vester Voldgade,2022,A+B: KØRETØJER I ALT,784,928,1005,886,921,857,911,888,883,827,844,782
191,STORMGADE nø.f. Vester Voldgade,2022,A: LET TRAFIK I ALT,701,857,927,818,863,806,851,840,839,778,795,744
191,STORMGADE nø.f. Vester Voldgade,2022,ANDRE BUSSER,6,2,6,3,5,5,2,5,2,6,4,5
191,STORMGADE nø.f. Vester Voldgade,2022,B: TUNG TRAFIK I ALT,83,71,78,68,58,51,60,48,44,49,49,38
191,STORMGADE nø.f. Vester Voldgade,2022,BUSSER I FAST RUTE,46,40,36,32,30,31,39,35,37,40,41,33
