TS,ÅR,VEJNAVN,KATEGORI,TOTAL,HDT,ÅDT,TUNG %,LADCYKLER %
69,2020,FREDENSBRO,A+B: KØRETØJER I ALT,31929,41800.0,37400.0,0.0346706755614018,0.0
69,2020,FREDENSBRO,CYKLER + KNALLERTER I ALT,18732,22900.0,19300.0,0.0,0.03309844117019
69,2021,FREDENSBRO,A+B: KØRETØJER I ALT,34173,44800.0,40000.0,0.0358177508559389,0.0
69,2021,FREDENSBRO,CYKLER + KNALLERTER I ALT,18175,22200.0,18700.0,0.0,0.0414855570839064
69,2022,FREDENSBRO,A+B: KØRETØJER I ALT,31209,40900.0,36500.0,0.0365920087154346,0.0
69,2022,FREDENSBRO,CYKLER + KNALLERTER I ALT,17464,21300.0,18000.0,0.0,0.0420293174530462
69,2023,FREDENSBRO,A+B: KØRETØJER I ALT,29143,38200.0,34100.0,0.0413135229729266,0.0
69,2023,FREDENSBRO,CYKLER + KNALLERTER I ALT,17279,21100.0,17800.0,0.0,0.0548064124081254
69,2013,FREDENSBRO ,A+B: KØRETØJER I ALT,33399,43800.0,39100.0,0.0426060660498817,0.0
69,2013,FREDENSBRO ,CYKLER + KNALLERTER I ALT,16538,20200.0,17000.0,0.0,0.0184423751360503
69,2014,FREDENSBRO ,A+B: KØRETØJER I ALT,28772,37700.0,33700.0,0.0464340330877241,0.0
69,2014,FREDENSBRO ,CYKLER + KNALLERTER I ALT,16573,20200.0,17100.0,0.0,0.0185241054727568
69,2015,FREDENSBRO ,A+B: KØRETØJER I ALT,31383,41100.0,36700.0,0.0387152279896759,0.0
69,2015,FREDENSBRO ,CYKLER + KNALLERTER I ALT,17868,21800.0,18400.0,0.0,0.0207633758674725
72,2013,INGERSLEVSGADE sø.f. Tietgensgade,A+B: KØRETØJER I ALT,7288,9500.0,8500.0,0.0790340285400658,0.0
72,2013,INGERSLEVSGADE sø.f. Tietgensgade,CYKLER + KNALLERTER I ALT,3532,4300.0,3600.0,0.0,0.0155719139297848
72,2014,INGERSLEVSGADE sø.f. Tietgensgade,A+B: KØRETØJER I ALT,8056,10600.0,9400.0,0.0800645481628599,0.0
72,2014,INGERSLEVSGADE sø.f. Tietgensgade,CYKLER + KNALLERTER I ALT,3655,4500.0,3800.0,0.0,0.0161422708618331
72,2015,INGERSLEVSGADE sø.f. Tietgensgade,A+B: KØRETØJER I ALT,7793,10200.0,9100.0,0.0769921724624663,0.0
72,2015,INGERSLEVSGADE sø.f. Tietgensgade,CYKLER + KNALLERTER I ALT,4022,4900.0,4100.0,0.0,0.0211337642963699
72,2016,INGERSLEVSGADE sø.f. Tietgensgade,A+B: KØRETØJER I ALT,7383,9700.0,8600.0,0.0767980495733441,0.0
72,2016,INGERSLEVSGADE sø.f. Tietgensgade,CYKLER + KNALLERTER I ALT,4527,5500.0,4700.0,0.0,0.0163463662469626
